STATION,FIELD,PQR-TO-ETRS-MATRIX
CS301,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS301,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS301,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS024,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS024,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS024,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS007,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS007,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS007,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
RS406,LBA,-0.1231490036,-0.7970634976,0.5912056357,0.9923766349,-0.0960342438,0.0772401358,-0.0047893066,0.5962107051,0.8028137130
RS406,HBA,-0.1231490036,-0.7970634976,0.5912056357,0.9923766349,-0.0960342438,0.0772401358,-0.0047893066,0.5962107051,0.8028137130
PL611,LBA,-0.2733681404,-0.7152432670,0.6431927618,0.9477993701,-0.0861761283,0.3070016758,-0.1641530196,0.6935421717,0.7014649258
PL611,HBA,-0.2077537076,-0.7799441347,0.5903605201,0.9714761732,-0.0939716163,0.2177231734,-0.1143347798,0.6187539754,0.7772200950
RS205,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
RS205,HBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS201,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS201,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS201,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
DE604,LBA,-0.1687911945,-0.7811027607,0.6011555621,0.9835959335,-0.0941112134,0.1538899575,-0.0636283913,0.6172694361,0.7841746433
DE604,HBA,-0.1687955875,-0.7811092351,0.6011459161,0.9835947185,-0.0941119935,0.1538972464,-0.0636355199,0.6172611243,0.7841806074
CS004,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS004,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS004,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS021,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS021,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS021,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS028,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS028,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS028,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS002,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS002,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS002,HBA1,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS003,LBA,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
CS003,HBA0,-0.1195951054,-0.7919544517,0.5987530018,0.9928227484,-0.0954186800,0.0720990002,0.0000330969,0.6030782884,0.7976820024
